Type	IRI	Status	Label
Class	http://purl.obolibrary.org/obo/OBI_1110157	metadata complete	GM-CSF release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_1110158	metadata complete	IL-6 release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_1110159	metadata complete	IL-13 release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_0001595	metadata complete	3D structure|x-ray crystallography|angstroms
Class	http://purl.obolibrary.org/obo/OBI_0001596	metadata complete	PDB file chain
Class	http://purl.obolibrary.org/obo/OBI_0001597	metadata complete	half maximal inhibitory concentration (IC50)|cellular MHC/T cell inhibition|nM
Class	http://purl.obolibrary.org/obo/OBI_0000260	pending final vetting	plan
Class	http://purl.obolibrary.org/obo/OBI_0001598	pending final vetting	data maintenance service
Class	http://purl.obolibrary.org/obo/OBI_0001599	metadata complete	qualitative binding|cellular MHC/competitive/radioactivity
Class	http://purl.obolibrary.org/obo/OBI_0000269	metadata complete	number of lost events computer
Class	http://purl.obolibrary.org/obo/OBI_0000268	metadata incomplete	organism feature identification objective
Class	http://purl.obolibrary.org/obo/OBI_0001590	metadata complete	qualitative binding|purified MHC/direct/fluorescence
Class	http://purl.obolibrary.org/obo/OBI_0001591	metadata complete	direct binding assay
Class	http://purl.obolibrary.org/obo/OBI_0001592	metadata complete	half maximal effective concentration (EC50)|purified MHC/direct/fluorescence|nM
Class	http://purl.obolibrary.org/obo/OBI_0001593	metadata complete	competitive inhibition of binding assay
Class	http://purl.obolibrary.org/obo/OBI_0000264	metadata complete	obsolete_sample population
Class	http://purl.obolibrary.org/obo/OBI_0001594	metadata complete	qualitative binding|cellular MHC/competitive/fluorescence
Class	http://purl.obolibrary.org/obo/CL_0000542		lymphocyte
Class	http://purl.obolibrary.org/obo/OBI_0302729	ready for release	chemical solution
Class	http://purl.obolibrary.org/obo/OBI_0000274	ready for release	adding a material entity into a target
Class	http://purl.obolibrary.org/obo/OBI_0000273	metadata complete	role of regulator of consumables and medical devices
Class	http://purl.obolibrary.org/obo/OBI_0000272	ready for release	protocol
Class	http://purl.obolibrary.org/obo/OBI_0000278	metadata incomplete	disease stage
Class	http://purl.obolibrary.org/obo/OBI_0000275	ready for release	analyte role
Class	http://purl.obolibrary.org/obo/OBI_1110170	metadata complete	IL-10 release|ELISPOT
Class	http://purl.obolibrary.org/obo/OBI_1110171	metadata complete	IL-13 release|ELISPOT
Class	http://purl.obolibrary.org/obo/OBI_1110172	metadata complete	IFNg release|ICS
Class	http://purl.obolibrary.org/obo/OBI_1110173	metadata complete	IL-2 release|ICS
Class	http://purl.obolibrary.org/obo/OBI_1110174	metadata complete	TNFa release|ICS
Class	http://purl.obolibrary.org/obo/OBI_1110175	metadata complete	IL-4 release|ICS
Class	http://purl.obolibrary.org/obo/OBI_1110177	metadata complete	IL-10 release|ICS
Class	http://purl.obolibrary.org/obo/UBERON_0001323		tibial nerve
Class	http://purl.obolibrary.org/obo/OBI_1110178	metadata complete	IL-17 release|ICS
Class	http://purl.obolibrary.org/obo/OBI_1110179	metadata complete	qualitative binding|multimer/tetramer
Class	http://purl.obolibrary.org/obo/UBERON_0000007		pituitary gland
Class	http://purl.obolibrary.org/obo/OBI_0000281	metadata incomplete	intraperitoneal injection
Class	http://purl.obolibrary.org/obo/CHEBI_15377		water
Class	http://purl.obolibrary.org/obo/OBI_0302745	pending final vetting	obsolete_adipose tissue
Class	http://purl.obolibrary.org/obo/OBI_0000288	metadata incomplete	protein-protein interaction detection
Class	http://purl.obolibrary.org/obo/OBI_0302743	pending final vetting	obsolete_liver
Class	http://purl.obolibrary.org/obo/OBI_0000286	metadata complete	precipitate
Class	http://purl.obolibrary.org/obo/OBI_1110160	metadata complete	IL-12 release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_1110161	metadata complete	IL-1b release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_1110162	metadata complete	IL-17 release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_1110163	metadata complete	IL-18 release|ELISA
Class	http://purl.obolibrary.org/obo/GO_0048869		cellular developmental process
Class	http://purl.obolibrary.org/obo/OBI_1110167	metadata complete	IL-4 release|ELISPOT
Class	http://purl.obolibrary.org/obo/OBI_1110168	metadata complete	TNFa release|ELISPOT
Class	http://purl.obolibrary.org/obo/OBI_0001540	metadata complete	T cell recognition
Class	http://purl.obolibrary.org/obo/OBI_0001541	metadata complete	on rate|purified MHC/direct/fluorescence|nM^-1s^-1
Class	http://purl.obolibrary.org/obo/OBI_0001542	metadata complete	IL-13 release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0001543	metadata complete	dissociation constant KD (~EC50)|purified MHC/direct/fluorescence|nM
Class	http://purl.obolibrary.org/obo/OBI_0001544	metadata complete	dissociation constant KD|lysate MHC/competitive/radioactivity|nM
Class	http://purl.obolibrary.org/obo/OBI_0001545	metadata complete	CCL3/MIP-1a release|ICS
Class	http://purl.obolibrary.org/obo/OBI_0001546	metadata incomplete	comparative phenotypic assessment
Class	http://purl.obolibrary.org/obo/GO_0072535		tumor necrosis factor (ligand) superfamily member 11 production
Class	http://purl.obolibrary.org/obo/OBI_0001547	pending final vetting	material analysis service
Class	http://purl.obolibrary.org/obo/OBI_0000215	metadata complete	role of legally acceptable representative
Class	http://purl.obolibrary.org/obo/OBI_0000214	metadata incomplete	negative reference substance role
Class	http://purl.obolibrary.org/obo/OBI_0000213	pending final vetting	fluorescence compensation matrix
Class	http://purl.obolibrary.org/obo/OBI_0000211	metadata complete	proxy respondent role
Class	http://purl.obolibrary.org/obo/OBI_0000210	pending final vetting	analytical cytology data file
Class	http://purl.obolibrary.org/obo/OBI_1110190	metadata incomplete	epitope specific IL-12 release by T cells
Class	http://purl.obolibrary.org/obo/OBI_1110191	metadata incomplete	epitope specific IL-13 release by T cells
Class	http://purl.obolibrary.org/obo/OBI_1110193	metadata incomplete	epitope specific IL-17 release by T cells
Class	http://purl.obolibrary.org/obo/OBI_0000219	metadata incomplete	cellular feature identification objective
Class	http://purl.obolibrary.org/obo/OBI_0000218	pending final vetting	investigation results report
Class	http://purl.obolibrary.org/obo/OBI_1110195	metadata incomplete	epitope specific IL-18 release by T cells
Class	http://purl.obolibrary.org/obo/OBI_1110196	metadata incomplete	epitope specific IL-1b release by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001548	metadata complete	equilibrium association constant (KA)
Class	http://purl.obolibrary.org/obo/OBI_0001549	metadata complete	dissociation constant KD|cellular MHC/competitive/radioactivity|nM
Class	http://purl.obolibrary.org/obo/OBI_1110199	metadata incomplete	epitope specific IL-4 release by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001551	pending final vetting	access service
Class	http://purl.obolibrary.org/obo/OBI_0001552	metadata complete	TNFSF11/RANKL release|ICS
Class	http://purl.obolibrary.org/obo/OBI_0001553	metadata complete	binding constant|binding assay
Class	http://purl.obolibrary.org/obo/OBI_0001554	metadata complete	rate measurement datum
Class	http://purl.obolibrary.org/obo/OBI_0001555	metadata complete	qualitative binding|purified MHC
Class	http://purl.obolibrary.org/obo/OBI_0001556	metadata complete	qualitative binding|lysate MHC/direct/radioactivity
Class	http://purl.obolibrary.org/obo/OBI_0001557	pending final vetting	material storage service
Class	http://purl.obolibrary.org/obo/OBI_0001558	metadata complete	half life|cellular MHC/direct/radioactivity|min
Class	http://purl.obolibrary.org/obo/OBI_0000227	metadata complete	data encoding
AnnotationProperty	http://purl.obolibrary.org/obo/BFO_0000180		BFO CLIF specification label
Class	http://purl.obolibrary.org/obo/CL_0000578		experimentally modified cell in vitro
Class	http://purl.obolibrary.org/obo/OBI_0000224	metadata incomplete	sub-investigator role
Class	http://purl.obolibrary.org/obo/OBI_0000223	metadata complete	obsolete_blinded medication role
Class	http://purl.obolibrary.org/obo/OBI_0000221	metadata complete	vital dye role
Class	http://purl.obolibrary.org/obo/OBI_0000220	metadata complete	reference subject role
Class	http://purl.obolibrary.org/obo/OBI_0001550	metadata complete	qualitative binding|cellular MHC
Class	http://purl.obolibrary.org/obo/OBI_1110180	metadata complete	proliferation|3H-thymidine
Class	http://purl.obolibrary.org/obo/PATO_0000383		female
Class	http://purl.obolibrary.org/obo/OBI_1110181	metadata complete	proliferation|BrdU
Class	http://purl.obolibrary.org/obo/PATO_0000384		male
Class	http://purl.obolibrary.org/obo/OBI_1110182	metadata incomplete	epitope specific T cell proliferation
Class	http://purl.obolibrary.org/obo/OBI_1110184	metadata incomplete	epitope specific GM-CSF release by T cells
Class	http://purl.obolibrary.org/obo/OBI_1110185	metadata complete	epitope specific IFN-g release by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001559	metadata complete	half life|cellular MHC/direct/fluorescence|min
Class	http://purl.obolibrary.org/obo/OBI_1110187	metadata incomplete	epitope specific IL-10 release by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001562	metadata complete	IL-17F release|ICS
Class	http://purl.obolibrary.org/obo/OBI_0001563	pending final vetting	material processing service
Class	http://purl.obolibrary.org/obo/CHEBI_28619		acrylamide
Class	http://purl.obolibrary.org/obo/OBI_0001564	metadata complete	dissociation constant KD (~IC50)|purified MHC/competitive/radioactivity|nM
Class	http://purl.obolibrary.org/obo/OBI_0001565	metadata complete	half life|lysate MHC/direct/radioactivity|min
Class	http://purl.obolibrary.org/obo/OBI_0001566	metadata complete	50% dissociation of binding temperature (Tm)
Class	http://purl.obolibrary.org/obo/OBI_0001567	metadata complete	off rate|lysate MHC/direct/radioactivity|1/s
Class	http://purl.obolibrary.org/obo/OBI_0001568	metadata complete	half maximal inhibitory concentration (IC50)|purified MHC/competitive/radioactivity|nM
Class	http://purl.obolibrary.org/obo/CHEBI_16670		peptide
Class	http://purl.obolibrary.org/obo/OBI_0001569	metadata complete	off rate|purified MHC/direct/fluorescence|1/s
Class	http://purl.obolibrary.org/obo/OBI_0000237	metadata incomplete	antigen role
Class	http://purl.obolibrary.org/obo/OBI_0000235	pending final vetting	standard error
Class	http://purl.obolibrary.org/obo/OBI_0000234	metadata incomplete	trial statistician role
Class	http://purl.obolibrary.org/obo/OBI_0000233	organizational term	obsolete_defined_material
Class	http://purl.obolibrary.org/obo/OBI_0000232	metadata incomplete	hardware optimization objective
Class	http://purl.obolibrary.org/obo/OBI_0001560	metadata complete	obsolete cell lysate MHC binding constant determination assay
Class	http://purl.obolibrary.org/obo/OBI_0000231	pending final vetting	enzymatic cleavage
Class	http://purl.obolibrary.org/obo/OBI_0001561	metadata complete	half maximal effective concentration (EC50)|cellular MHC/direct/fluorescence|nM
Class	http://purl.obolibrary.org/obo/CHEBI_472552		5-bromo-2'-deoxyuridine
Class	http://purl.obolibrary.org/obo/OBI_0001573	metadata complete	DNA sequence data
Class	http://purl.obolibrary.org/obo/OBI_0001574	ready for release	cell lysate MHC competitive binding using radioactivity
Class	http://purl.obolibrary.org/obo/OBI_0001575	metadata incomplete	assigning gene property based on phenotypic assessment
Class	http://purl.obolibrary.org/obo/OBI_0001576	metadata complete	obsolete purified MHC binding constant determination assay
Class	http://purl.obolibrary.org/obo/OBI_0001577	metadata complete	IL-22 release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0001578	metadata complete	VEGF release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_0001579	metadata complete	qualitative binding|lysate MHC
Class	http://purl.obolibrary.org/obo/OBI_0000249	metadata incomplete	technical replicate role
Class	http://purl.obolibrary.org/obo/CHEBI_37586		sodium phosphate
Class	http://purl.obolibrary.org/obo/OBI_0000248	metadata complete	feed role
Class	http://purl.obolibrary.org/obo/OBI_0000245	ready for release	organization
Class	http://purl.obolibrary.org/obo/OBI_0001570	metadata complete	VEGF release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0000243	metadata complete	sponsor role
Class	http://purl.obolibrary.org/obo/OBI_0001571	metadata complete	equilibrium dissociation constant (KD) approximated by IC50
Class	http://purl.obolibrary.org/obo/OBI_0000242	metadata incomplete	software testing objective
Class	http://purl.obolibrary.org/obo/OBI_0001572	metadata complete	obsolete cell bound MHC binding constant determination assay
Class	http://purl.obolibrary.org/obo/GO_0005739		mitochondrion
Class	http://purl.obolibrary.org/obo/OBI_0001500	metadata complete	ligand presentation|coelution
Class	http://purl.obolibrary.org/obo/OBI_0001501	metadata complete	fluorescence detection assay
Class	http://purl.obolibrary.org/obo/OBI_0001502	metadata complete	epitope specific perforin production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001503	metadata complete	MHC protein complex binding to ligand
Class	http://purl.obolibrary.org/obo/OBI_0001504	metadata complete	dissection
Class	http://purl.obolibrary.org/obo/OBI_0001505	metadata complete	purification
Class	http://purl.obolibrary.org/obo/OBI_0001506	metadata complete	specimen with pre- or post-mortem status
Class	http://purl.obolibrary.org/obo/OBI_0001507	metadata complete	decreased disease|in vivo assay
Class	http://purl.obolibrary.org/obo/OBI_0001508	metadata complete	sampling time measurement datum
Class	http://purl.obolibrary.org/obo/OBI_0001509	metadata complete	ligand presentation|Edman degradation
Class	http://purl.obolibrary.org/obo/OBI_0001510	metadata complete	ligand presentation|secreted MHC/mass spectrometry 
Class	http://purl.obolibrary.org/obo/OBI_0001511	metadata complete	disposition to be a product of antigen processing and presentation
Class	http://purl.obolibrary.org/obo/OBI_0001512	metadata complete	IL-17A release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0001513	metadata complete	qualitative binding|purified MHC/competitive/radioactivity
Class	http://purl.obolibrary.org/obo/OBI_0001514	metadata complete	minimal inhibitory concentration
Class	http://purl.obolibrary.org/obo/OBI_0001515	pending final vetting	material maintenance service
Class	http://purl.obolibrary.org/obo/OBI_0001516	metadata complete	half maximal effective concentration (EC50)|lysate MHC/direct/radioactivity|nM
Class	http://purl.obolibrary.org/obo/OBI_0001517	metadata complete	half maximal inhibitory concentration (IC50)|cellular MHC/competitive/radioactivity|nM
Class	http://purl.obolibrary.org/obo/OBI_0001518	ready for release	epitope specific tumor necrosis factor (ligand) superfamily member 11 production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001519	metadata complete	qualitative binding|lysate MHC/direct/fluorescence
AnnotationProperty	http://purl.obolibrary.org/obo/OBI_9991119	ready for release	FGED alternative term
AnnotationProperty	http://purl.obolibrary.org/obo/OBI_9991118	ready for release	IEDB alternative term
Class	http://purl.obolibrary.org/obo/OBI_0001520	metadata complete	half maximal inhibitory concentration (IC50)|cellular MHC/competitive/fluorescence|nM
Class	http://purl.obolibrary.org/obo/OBI_0001521	metadata complete	G-CSF release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_0001522	metadata complete	sequence assembly algorithm
Class	http://purl.obolibrary.org/obo/OBI_0001523	metadata complete	IL-17F release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0001524	metadata complete	association constant KA|cellular MHC/direct/fluorescence|1/M
Class	http://purl.obolibrary.org/obo/OBI_0001525	metadata complete	PDB file
AnnotationProperty	http://purl.obolibrary.org/obo/BFO_0000179		BFO OWL specification label
ObjectProperty	http://purl.obolibrary.org/obo/IAO_0000583	metadata incomplete	has measurement datum
ObjectProperty	http://purl.obolibrary.org/obo/IAO_0000581	metadata incomplete	has time stamp
Class	http://purl.obolibrary.org/obo/OBI_0001526	ready for release	epitope specific interleukin-17A production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001527	pending final vetting	support service
Class	http://purl.obolibrary.org/obo/OBI_0001528	pending final vetting	material service
Class	http://purl.obolibrary.org/obo/OBI_0001529	pending final vetting	data analysis service
Class	http://purl.obolibrary.org/obo/OBI_0001530	pending final vetting	data service
Class	http://purl.obolibrary.org/obo/OBI_0001531	metadata complete	half life|purified MHC/direct/fluorescence|min
Class	http://purl.obolibrary.org/obo/OBI_0001532	metadata complete	IL-9 release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0001533	pending final vetting	data storage service
Class	http://purl.obolibrary.org/obo/OBI_0001534	metadata complete	qualitative binding|purified MHC/competitive/fluorescence
Class	http://purl.obolibrary.org/obo/OBI_0001535	ready for release	epitope specific interleukin-7 production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001536	metadata complete	equilibrium dissociation constant (KD)
Class	http://purl.obolibrary.org/obo/OBI_0000205	metadata complete	obsolete_dropout role
Class	http://purl.obolibrary.org/obo/OBI_0000204	metadata complete	nutrient role
Class	http://purl.obolibrary.org/obo/OBI_0000202	ready for release	investigation agent role
Class	http://purl.obolibrary.org/obo/OBI_0000201	metadata complete	radioactivity detection
Class	http://purl.obolibrary.org/obo/OBI_0000208	metadata incomplete	methodology testing objective
Class	http://purl.obolibrary.org/obo/OBI_0000207	metadata complete	health care provider role
Class	http://purl.obolibrary.org/obo/OBI_0001537	metadata complete	dissociation constant KD|purified MHC/competitive/fluorescence|nM
Class	http://purl.obolibrary.org/obo/OBI_0001538	pending final vetting	training service
Class	http://purl.obolibrary.org/obo/OBI_0001539	metadata complete	dissociation constant KD|cellular MHC/competitive/fluorescence|nM
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0001004	metadata complete	Edingburgh handedness inventory
Class	http://purl.obolibrary.org/obo/OBI_1000024	metadata complete	cell pellet
Class	http://purl.obolibrary.org/obo/OBI_1000023	metadata complete	cell culture supernatant
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000645	metadata complete	is grain of
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000644	metadata incomplete	obsoleted_is_specified_information_intput_of
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000643	metadata complete	has grain
Class	http://purl.obolibrary.org/obo/OBI_1000029	metadata complete	phage display library
Class	http://purl.obolibrary.org/obo/PR_000014060		ribonuclease T2
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000647	metadata complete	has_supplier
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000646	metadata incomplete	supplies
Class	http://purl.obolibrary.org/obo/UBERON_0000947		aorta
Class	http://purl.obolibrary.org/obo/UBERON_0000945		stomach
Class	http://purl.obolibrary.org/obo/UBERON_0000948		heart
NamedIndividual	http://purl.obolibrary.org/obo/iao/documentation		
Class	http://purl.obolibrary.org/obo/OBI_0001600	metadata complete	G-CSF release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0001601	metadata complete	IL-21 release|cytometric bead array
Class	http://purl.obolibrary.org/obo/UBERON_0000956		cerebral cortex
Class	http://purl.obolibrary.org/obo/OBI_0001602	metadata complete	qualitative binding|cellular MHC/direct/radioactivity
Class	http://purl.obolibrary.org/obo/UBERON_0000955		brain
ObjectProperty	http://purl.obolibrary.org/obo/RO_0002222	pending final vetting	temporal relation
ObjectProperty	http://purl.obolibrary.org/obo/RO_0002220		adjacent to
Class	http://purl.obolibrary.org/obo/GO_0042611		MHC protein complex
Class	http://purl.obolibrary.org/obo/NCBITaxon_117571		Euteleostomi
Class	http://purl.obolibrary.org/obo/OBI_0001603	metadata complete	binding off rate measurement datum (koff)
Class	http://purl.obolibrary.org/obo/CHEBI_33250		atom
Class	http://purl.obolibrary.org/obo/OBI_0001604	metadata complete	50% dissociation temperature|purified MHC/direct/fluorescence|�C
Class	http://purl.obolibrary.org/obo/OBI_0001605	metadata complete	binding on rate measurement datum (kon)
Class	http://purl.obolibrary.org/obo/OBI_0001606	metadata complete	qualitative binding|cellular MHC/direct/fluorescence
Class	http://purl.obolibrary.org/obo/OBI_0001607	metadata complete	TNFSF11/RANKL release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0001608	metadata complete	qualitative binding|purified MHC/direct/radioactivity
Class	http://purl.obolibrary.org/obo/OBI_0001609	metadata complete	IL-8 release|ICS
ObjectProperty	http://purl.obolibrary.org/obo/RO_0002223	pending final vetting	starts
Class	http://purl.obolibrary.org/obo/OBI_0001610	metadata complete	IL-23 release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0001611	ready for release	purified MHC direct binding 
Class	http://purl.obolibrary.org/obo/OBI_0001612	ready for release	epitope specific vascular endothelial growth factor production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001613	metadata complete	half maximal inhibitory concentration (IC50)|purified MHC/competitive/fluorescence|nM
Class	http://purl.obolibrary.org/obo/GO_0042605		peptide antigen binding
Class	http://purl.obolibrary.org/obo/GO_0005694		chromosome
Class	http://purl.obolibrary.org/obo/OBI_0001614	metadata complete	GenBank ID
ObjectProperty	http://purl.obolibrary.org/obo/RO_0002219		surrounded by
Class	http://purl.obolibrary.org/obo/OBI_0001615	metadata complete	investigation description
Class	http://purl.obolibrary.org/obo/OBI_0001616	metadata complete	specimen identifier
Class	http://purl.obolibrary.org/obo/OBI_0001617	metadata complete	PubMed ID
Class	http://purl.obolibrary.org/obo/OBI_0001618	metadata complete	average depth of sequence coverage
Class	http://purl.obolibrary.org/obo/OBI_0001619	metadata complete	specimen collection time measurement datum
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0001938	metadata complete	has value specification
Class	http://purl.obolibrary.org/obo/CHEBI_42191		ethylenediaminetetraacetic acid
Class	http://purl.obolibrary.org/obo/OBI_1000048	metadata complete	transgenic organism
Class	http://purl.obolibrary.org/obo/OBI_1000049	metadata complete	whole mount tissue
Class	http://purl.obolibrary.org/obo/CHEBI_29191		hydroxyl
Class	http://purl.obolibrary.org/obo/OBI_1000042	ready for release	peptide construct
Class	http://purl.obolibrary.org/obo/PATO_0001632		anterior to
Class	http://purl.obolibrary.org/obo/PATO_0001631		relational spatial quality
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0001950	requires discussion	has performer
Class	http://purl.obolibrary.org/obo/OBI_1000036	pending final vetting	cell lysate
Class	http://purl.obolibrary.org/obo/OBI_0002079	pending final vetting	specimens collected in one encounter
Class	http://purl.obolibrary.org/obo/OBI_0002071	metadata complete	proliferation|in vitro assay
Class	http://purl.obolibrary.org/obo/OBI_0002072	metadata complete	qualitative binding|binding assay
Class	http://purl.obolibrary.org/obo/OBI_0002073	metadata complete	protection from challenge|in vivo assay
Class	http://purl.obolibrary.org/obo/OBI_0002074	metadata complete	suppression|in vitro assay
Class	http://purl.obolibrary.org/obo/OBI_0002075	metadata complete	ligand presentation/binding|binding assay
Class	http://purl.obolibrary.org/obo/OBI_0002076	pending final vetting	collection of specimens
Class	http://purl.obolibrary.org/obo/OBI_0002077	ready for release	specimens derived from shared ancestor
Class	http://purl.obolibrary.org/obo/OBI_0002078	pending final vetting	specimen set collection process
Class	http://purl.obolibrary.org/obo/OBI_0002080	ready for release	human specimen set
Class	http://purl.obolibrary.org/obo/OBI_0002081	pending final vetting	specimens collected longitudinally
AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000118	pending final vetting	alternative term
AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000117	ready for release	term editor
AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000119	ready for release	definition source
AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000114		has curation status
AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000113		in branch
AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000116	ready for release	editor note
AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000115	ready for release	definition
Class	http://purl.obolibrary.org/obo/OBI_0002082	pending final vetting	reporter gene assay
Class	http://purl.obolibrary.org/obo/OBI_0002083	pending final vetting	enhancer activity detection by reporter gene assay
Class	http://purl.obolibrary.org/obo/OBI_0002084	metadata complete	transcription cofactor activity region identification by ChIP-Seq assay
AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000112	ready for release	example of usage
Class	http://purl.obolibrary.org/obo/OBI_0002085	pending final vetting	transcript expression location detection by hybridization chain reaction
AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000111	ready for release	editor preferred label
Class	http://purl.obolibrary.org/obo/OBI_0002086	ready for release	Tet-assisted bisulfite sequencing assay
Class	http://purl.obolibrary.org/obo/OBI_0002087	ready for release	containing a specimen function
Class	http://purl.obolibrary.org/obo/OBI_0002088	ready for release	specimen container
Class	http://purl.obolibrary.org/obo/OBI_0002089	ready for release	physical store
Class	http://purl.obolibrary.org/obo/OBI_0400007	metadata incomplete	analog-to-digital converter
Class	http://purl.obolibrary.org/obo/OBI_0400006	ready for release	A40-MiniFCM
Class	http://purl.obolibrary.org/obo/OBI_0400005	ready for release	A10-Analyzer
Class	http://purl.obolibrary.org/obo/OBI_0002090	ready for release	rapid amplification of cDNA ends
Class	http://purl.obolibrary.org/obo/OBI_0002091	ready for release	5' rapid amplification of cDNA ends
Class	http://purl.obolibrary.org/obo/OBI_0400009	metadata incomplete	arc lamp
Class	http://purl.obolibrary.org/obo/OBI_0400008	ready for release	flow cytometer analyzer
Class	http://purl.obolibrary.org/obo/OBI_0002092	ready for release	3' rapid amplification of cDNA ends
Class	http://purl.obolibrary.org/obo/OBI_0002093	ready for release	5' RNA ligase mediated rapid amplification of cDNA ends
Class	http://purl.obolibrary.org/obo/OBI_0302716	metadata complete	pool of specimens
Class	http://purl.obolibrary.org/obo/OBI_0002094	ready for release	MethylC-Capture sequencing assay
Class	http://purl.obolibrary.org/obo/OBI_0002095	ready for release	specimen family creation
Class	http://purl.obolibrary.org/obo/OBI_0302714	metadata complete	obsolete_collection (of entities of organismal origin)
Class	http://purl.obolibrary.org/obo/OBI_0002096	metadata complete	proliferation|CFSE
Class	http://purl.obolibrary.org/obo/OBI_0002097	metadata complete	dissociation constant KD|binding assay|nM
Class	http://purl.obolibrary.org/obo/OBI_0002098	metadata complete	on rate|binding assay|M^-1s^-1
Class	http://purl.obolibrary.org/obo/OBI_0002099	metadata complete	off rate|binding assay|1/s
Class	http://purl.obolibrary.org/obo/GO_0003964		RNA-directed DNA polymerase activity
Class	http://purl.obolibrary.org/obo/GO_0040030		regulation of molecular function, epigenetic
Class	http://purl.obolibrary.org/obo/GO_0040029		regulation of gene expression, epigenetic
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0001927	metadata incomplete	specifies value of
Class	http://purl.obolibrary.org/obo/OBI_0002035	metadata complete	peptide mass fingerprinting
Class	http://purl.obolibrary.org/obo/OBI_0002036	metadata complete	array based nucleic acid structure mapping assay
Class	http://purl.obolibrary.org/obo/OBI_0002037	metadata incomplete	micrococcal nuclease digestion followed by tiling array assay
Class	http://purl.obolibrary.org/obo/OBI_0002038	metadata complete	ribosomal profiling by sequencing assay
Class	http://purl.obolibrary.org/obo/OBI_0002039	metadata complete	assay for transposase-accessible chromatin using sequencing
Class	http://purl.obolibrary.org/obo/OBI_0002030	metadata complete	genotyping by tiling array
Class	http://purl.obolibrary.org/obo/OBI_0002031	metadata complete	genotyping by SNP array
Class	http://purl.obolibrary.org/obo/OBI_0002032	metadata complete	parallel analysis of RNA structure
Class	http://purl.obolibrary.org/obo/OBI_0002033	metadata complete	translation-associated transcript leader sequencing
Class	http://purl.obolibrary.org/obo/OBI_0002034	metadata complete	transcript leader sequencing
Class	http://purl.obolibrary.org/obo/OBI_0400039	ready for release	FACS Scan
Class	http://purl.obolibrary.org/obo/OBI_0400038	ready for release	FACS Canto2
Class	http://purl.obolibrary.org/obo/OBI_0400037	ready for release	FACS Canto
Class	http://purl.obolibrary.org/obo/OBI_0400032	metadata incomplete	differential pressure gauge
Class	http://purl.obolibrary.org/obo/OBI_0400031	metadata incomplete	dichroic mirror
Class	http://purl.obolibrary.org/obo/OBI_0400030	metadata incomplete	dichroic filter
Class	http://purl.obolibrary.org/obo/OBI_0400036	metadata incomplete	FACS Calibur
Class	http://purl.obolibrary.org/obo/OBI_0400034	metadata incomplete	dye laser
Class	http://purl.obolibrary.org/obo/OBI_0400033	metadata incomplete	diode laser
Class	http://purl.obolibrary.org/obo/OBI_0002046	pending final vetting	surface plasmon resonance sensor chip
Class	http://purl.obolibrary.org/obo/OBI_0002047	pending final vetting	enzyme-linked antibody
