Source	ID	Label	Parent ID	Parent Label	Related
so	SO:0000276	wiki	SO:0000001	region	
so	SO:0000353	wiki	SO:0001248	wiki	
so	SO:0000988	circular	PATO:0001241	physical object quality	
so	SO:0001248	wiki	SO:0001410	experimental_feature	
so	SO:0001410	experimental_feature	SO:0000001	region	
uberon	UBERON:0000002	uterine cervix			ancestors
uberon	UBERON:0000007	pituitary gland			ancestors
uberon	UBERON:0000029	lymph node			ancestors
uberon	UBERON:0000057	urethra			ancestors
uberon	UBERON:0000105	life cycle stage	GO:0008150	biological_process	
uberon	UBERON:0000165	mouth			ancestors
uberon	UBERON:0000173	amniotic fluid			ancestors
uberon	UBERON:0000178	blood			ancestors
uberon	UBERON:0000310	breast			ancestors
uberon	UBERON:0000316	cervical mucus			ancestors
uberon	UBERON:0000341	throat			ancestors
uberon	UBERON:0000362	renal medulla			ancestors
uberon	UBERON:0000463	organism substance			ancestors
uberon	UBERON:0000465	material anatomical entity	BFO:0000040	material entity	
uberon	UBERON:0000473	testis			ancestors
uberon	UBERON:0000477	anatomical cluster	BFO:0000040	material entity	
uberon	UBERON:0000479	tissue			ancestors
uberon	UBERON:0000481	multi-tissue structure			ancestors
uberon	UBERON:0000483	epithelium			ancestors
uberon	UBERON:0000945	stomach			ancestors
uberon	UBERON:0000947	aorta			ancestors
uberon	UBERON:0000948	heart			ancestors
uberon	UBERON:0000955	brain			ancestors
uberon	UBERON:0000956	cerebral cortex			ancestors
uberon	UBERON:0000970	eye			ancestors
uberon	UBERON:0000992	ovary			ancestors
uberon	UBERON:0000995	uterus			ancestors
uberon	UBERON:0000996	vagina			ancestors
uberon	UBERON:0001004	respiratory system			ancestors
uberon	UBERON:0001013	adipose tissue			ancestors
uberon	UBERON:0001037	strand of hair	UBERON:0000465	material anatomical entity	
uberon	UBERON:0001052	rectum			ancestors
uberon	UBERON:0001087	pleural fluid			ancestors
uberon	UBERON:0001088	urine			ancestors
uberon	UBERON:0001089	sweat			ancestors
uberon	UBERON:0001090	synovial fluid			ancestors
uberon	UBERON:0001134	skeletal muscle tissue			ancestors
uberon	UBERON:0001155	colon			ancestors
uberon	UBERON:0001159	sigmoid colon			ancestors
uberon	UBERON:0001225	cortex of kidney			ancestors
uberon	UBERON:0001255	urinary bladder			ancestors
uberon	UBERON:0001264	pancreas			ancestors
uberon	UBERON:0001268	peritoneal fluid			ancestors
uberon	UBERON:0001323	tibial nerve			ancestors
uberon	UBERON:0001359	cerebrospinal fluid			ancestors
uberon	UBERON:0001557	upper respiratory tract			ancestors
uberon	UBERON:0001558	lower respiratory tract			ancestors
uberon	UBERON:0001567	cheek			ancestors
uberon	UBERON:0001621	coronary artery			ancestors
uberon	UBERON:0001638	vein			ancestors
uberon	UBERON:0001723	tongue			ancestors
uberon	UBERON:0001728	nasopharynx			ancestors
uberon	UBERON:0001729	oropharynx			ancestors
uberon	UBERON:0001797	vitreous humor			ancestors
uberon	UBERON:0001826	nasal cavity mucosa			ancestors
uberon	UBERON:0001830	minor salivary gland			ancestors
uberon	UBERON:0001836	saliva			ancestors
uberon	UBERON:0001873	caudate nucleus			ancestors
uberon	UBERON:0001874	putamen			ancestors
uberon	UBERON:0001913	milk			ancestors
uberon	UBERON:0001968	semen			ancestors
uberon	UBERON:0001970	bile			ancestors
uberon	UBERON:0001987	placenta			ancestors
uberon	UBERON:0001988	feces			ancestors
uberon	UBERON:0002032	areola			ancestors
uberon	UBERON:0002037	cerebellum			ancestors
uberon	UBERON:0002046	thyroid gland			ancestors
uberon	UBERON:0002048	lung			ancestors
uberon	UBERON:0002067	dermis			ancestors
uberon	UBERON:0002072	hypodermis			ancestors
uberon	UBERON:0002097	skin of body			ancestors
uberon	UBERON:0002106	spleen			ancestors
uberon	UBERON:0002107	liver			ancestors
uberon	UBERON:0002116	ileum			ancestors
uberon	UBERON:0002199	integument			ancestors
uberon	UBERON:0002358	peritoneum			ancestors
uberon	UBERON:0002367	prostate gland			ancestors
uberon	UBERON:0002369	adrenal gland			ancestors
uberon	UBERON:0002371	bone marrow			ancestors
uberon	UBERON:0002409	pericardial fluid			ancestors
uberon	UBERON:0002415	tail			ancestors
uberon	UBERON:0002469	esophagus mucosa			ancestors
uberon	UBERON:0002812	left cerebral hemisphere			ancestors
uberon	UBERON:0002813	right cerebral hemisphere			ancestors
uberon	UBERON:0003126	trachea			ancestors
uberon	UBERON:0003688	omentum			ancestors
uberon	UBERON:0004648	esophagus muscularis mucosa			ancestors
uberon	UBERON:0005022	mucosa of nasopharynx			ancestors
uberon	UBERON:0005023	mucosa of oropharynx			ancestors
uberon	UBERON:0005921	middle nasal concha			ancestors
uberon	UBERON:0006314	bodily fluid			ancestors
uberon	UBERON:0006538	respiratory system fluid/secretion			ancestors
uberon	UBERON:0006618	atrium auricular region			ancestors
uberon	UBERON:0006911	digestive system secreted substance			ancestors
uberon	UBERON:0007106	chorionic villus			ancestors
uberon	UBERON:0007109	meconium			ancestors
uberon	UBERON:0007311	sputum			ancestors
uberon	UBERON:0007610	tibial artery			ancestors
uberon	UBERON:0007650	esophagogastric junction			ancestors
uberon	UBERON:0010414	omental fat pad			ancestors
uberon	UBERON:0012168	umbilical cord blood			ancestors
uberon	UBERON:0013755	arterial blood			ancestors
uberon	UBERON:0013756	venous blood			ancestors
uberon	UBERON:0013757	capillary blood			ancestors
uberon	UBERON:0036149	suprapubic skin			ancestors
uberon	UBERON:3000016	anterior nasal wall			ancestors
uo	UO:0000001	length unit	IAO:0000003	measurement unit label	
uo	UO:0000002	mass unit	IAO:0000003	measurement unit label	
uo	UO:0000003	time unit	IAO:0000003	measurement unit label	
uo	UO:0000005	temperature unit	IAO:0000003	measurement unit label	
uo	UO:0000006	substance unit	IAO:0000003	measurement unit label	
uo	UO:0000008	meter	UO:0000001	length unit	
uo	UO:0000009	kilogram	UO:0000002	mass unit	
uo	UO:0000010	second	UO:0000003	time unit	
uo	UO:0000015	centimeter	UO:0000001	length unit	
uo	UO:0000016	millimeter	UO:0000001	length unit	
uo	UO:0000017	micrometer	UO:0000001	length unit	
uo	UO:0000018	nanometer	UO:0000001	length unit	
uo	UO:0000019	angstrom	UO:0000001	length unit	
uo	UO:0000021	gram	UO:0000002	mass unit	
uo	UO:0000022	milligram	UO:0000002	mass unit	
uo	UO:0000023	microgram	UO:0000002	mass unit	
uo	UO:0000024	nanogram	UO:0000002	mass unit	
uo	UO:0000025	picogram	UO:0000002	mass unit	
uo	UO:0000027	degree Celsius	UO:0000005	temperature unit	
uo	UO:0000031	minute	UO:0000003	time unit	
uo	UO:0000032	hour	UO:0000003	time unit	
uo	UO:0000033	day	UO:0000003	time unit	
uo	UO:0000034	week	UO:0000003	time unit	
uo	UO:0000035	month	UO:0000003	time unit	
uo	UO:0000036	year	UO:0000003	time unit	
uo	UO:0000039	micromole	UO:0000006	substance unit	
uo	UO:0000041	nanomole	UO:0000006	substance unit	
uo	UO:0000042	picomole	UO:0000006	substance unit	
uo	UO:0000051	concentration unit	IAO:0000003	measurement unit label	
uo	UO:0000062	molar	UO:0000051	concentration unit	
uo	UO:0000063	millimolar	UO:0000051	concentration unit	
uo	UO:0000064	micromolar	UO:0000051	concentration unit	
uo	UO:0000065	nanomolar	UO:0000051	concentration unit	
uo	UO:0000066	picomolar	UO:0000051	concentration unit	
uo	UO:0000095	volume unit	IAO:0000003	measurement unit label	
uo	UO:0000097	cubic centimeter	UO:0000095	volume unit	
uo	UO:0000098	milliliter	UO:0000095	volume unit	
uo	UO:0000099	liter	UO:0000095	volume unit	
uo	UO:0000100	cubic decimeter	UO:0000095	volume unit	
uo	UO:0000101	microliter	UO:0000095	volume unit	
uo	UO:0000102	nanoliter	UO:0000095	volume unit	
uo	UO:0000103	picoliter	UO:0000095	volume unit	
uo	UO:0000105	frequency unit	IAO:0000003	measurement unit label	
uo	UO:0000106	hertz	UO:0000105	frequency unit	
uo	UO:0000109	pressure unit	IAO:0000003	measurement unit label	
uo	UO:0000163	mass percentage	UO:0000051	concentration unit	
uo	UO:0000164	mass volume percentage	UO:0000051	concentration unit	
uo	UO:0000165	volume percentage	UO:0000051	concentration unit	
uo	UO:0000175	gram per liter	UO:0000051	concentration unit	
uo	UO:0000176	milligram per milliliter	UO:0000051	concentration unit	
uo	UO:0000195	degree Fahrenheit	UO:0000005	temperature unit	
uo	UO:0000196	pH	UO:0000051	concentration unit	
uo	UO:0000207	milliliter per liter	UO:0000051	concentration unit	
uo	UO:0000208	gram per deciliter	UO:0000051	concentration unit	
uo	UO:0000212	colony forming unit per volume	UO:0000051	concentration unit	
uo	UO:0000270	volumetric flow rate unit	IAO:0000003	measurement unit label	
uo	UO:0000271	microliters per minute	UO:0000270	volumetric flow rate unit	
uo	UO:0000280	rate unit	IAO:0000003	measurement unit label	
uo	UO:0000281	count per nanomolar second	UO:0000280	rate unit	
uo	UO:0000282	count per molar second	UO:0000280	rate unit	
uo	UO:0000284	count per nanomolar	UO:0000280	rate unit	
uo	UO:0000285	count per molar	UO:0000280	rate unit	
uo	UO:0000301	microgram per liter	UO:0000051	concentration unit	
vo	VO:0000001	vaccine	BFO:0000040	material entity	
vo	VO:0000002	vaccination	OBI:0600007	administering substance in vivo	
